article_id,timestamp,title,content,source,location,severity,event_type,estimated_duration_days,affected_industries,sentiment_score
NEWS_F5CD8A9C,2025-05-22T10:43:51,Port strike in Philippines disrupts shipping operations,Port strike in Philippines disrupts shipping operations Local authorities report significant impact on industrial operations in Philippines. Manufacturing facilities in the region are implementing contingency plans. Recovery efforts are underway with estimated timeline of 10 days. Companies are exploring alternative sourcing options to minimize impact.,"Pham, Petersen and Gill News",Philippines,Low,Labor Strike,7,"['Technology', 'Logistics']",-0.25
NEWS_192514F4,2025-05-28T12:21:01,Regulatory inspection halts operations at South Korea facility,Regulatory inspection halts operations at South Korea facility Local authorities report significant impact on industrial operations in South Korea. Companies are exploring alternative sourcing options to minimize impact. Supply chain disruptions expected to last approximately 11 days.,Fox PLC News,South Korea,Medium,Regulatory Issue,11,['Manufacturing'],-0.04
NEWS_A14F1DE3,2025-05-17T03:41:10,Severe weather warning issued for Japan,Severe weather warning issued for Japan Local authorities report significant impact on industrial operations in Japan. Companies are exploring alternative sourcing options to minimize impact. Recovery efforts are underway with estimated timeline of 14 days. Supply chain disruptions expected to last approximately 13 days.,Stark Inc News,Japan,High,Severe Weather,13,['Logistics'],0.16
NEWS_AC08B1C8,2025-05-02T14:07:47,Port strike in Ireland disrupts shipping operations,Port strike in Ireland disrupts shipping operations Companies are exploring alternative sourcing options to minimize impact. Recovery efforts are underway with estimated timeline of 3 days.,"Leach, Harris and Herrera News",Ireland,High,Labor Strike,1,"['Logistics', 'Manufacturing', 'Technology']",-0.41
NEWS_7F194CAA,2025-05-07T13:52:33,Civil unrest in Belgium impacts industrial operations,Civil unrest in Belgium impacts industrial operations Manufacturing facilities in the region are implementing contingency plans. Local authorities report significant impact on industrial operations in Belgium.,Bond-Ramos News,Belgium,High,Civil Unrest,11,"['Logistics', 'Technology', 'Healthcare']",0.06
NEWS_F834C639,2025-05-09T13:29:11,Civil unrest in France impacts industrial operations,Civil unrest in France impacts industrial operations Local authorities report significant impact on industrial operations in France. Companies are exploring alternative sourcing options to minimize impact. Supply chain disruptions expected to last approximately 10 days.,"Aguilar, Davis and Dixon News",France,Medium,Civil Unrest,10,"['Technology', 'Manufacturing']",-0.95
NEWS_B0443FF6,2025-05-02T06:59:48,COVID-19 outbreak forces Italy facility closure,COVID-19 outbreak forces Italy facility closure Supply chain disruptions expected to last approximately 11 days. Companies are exploring alternative sourcing options to minimize impact. Manufacturing facilities in the region are implementing contingency plans. Local authorities report significant impact on industrial operations in Italy.,Anderson-Perry News,Italy,High,Health Crisis,11,"['Technology', 'Manufacturing']",0.09
NEWS_F87F2F99,2025-05-26T23:10:49,Civil unrest in France impacts industrial operations,Civil unrest in France impacts industrial operations Manufacturing facilities in the region are implementing contingency plans. Supply chain disruptions expected to last approximately 3 days. Recovery efforts are underway with estimated timeline of 5 days. Companies are exploring alternative sourcing options to minimize impact.,Hansen Ltd News,France,High,Civil Unrest,3,"['Manufacturing', 'Healthcare', 'Technology']",0.1
NEWS_FADB2AC3,2025-05-14T13:13:11,Port strike in United Kingdom disrupts shipping operations,Port strike in United Kingdom disrupts shipping operations Local authorities report significant impact on industrial operations in United Kingdom. Companies are exploring alternative sourcing options to minimize impact. Manufacturing facilities in the region are implementing contingency plans.,"Johnson, Scott and Smith News",United Kingdom,High,Labor Strike,9,"['Healthcare', 'Technology']",-0.9
NEWS_FAE48265,2025-05-10T04:02:59,Major power outage affects manufacturing in United Kingdom for 2 days,Major power outage affects manufacturing in United Kingdom for 2 days Supply chain disruptions expected to last approximately 2 days. Companies are exploring alternative sourcing options to minimize impact.,"Jones, Henderson and Graves News",United Kingdom,Low,Power Outage,2,['Technology'],0.05
NEWS_D14BA0EC,2025-05-25T20:40:39,Severe weather warning issued for Japan,Severe weather warning issued for Japan Companies are exploring alternative sourcing options to minimize impact. Manufacturing facilities in the region are implementing contingency plans. Supply chain disruptions expected to last approximately 10 days. Local authorities report significant impact on industrial operations in Japan.,Michael Inc News,Japan,Medium,Severe Weather,10,['Manufacturing'],-0.1
NEWS_57D1CB90,2025-05-22T12:10:45,Civil unrest in Brazil impacts industrial operations,Civil unrest in Brazil impacts industrial operations Recovery efforts are underway with estimated timeline of 15 days. Local authorities report significant impact on industrial operations in Brazil. Companies are exploring alternative sourcing options to minimize impact.,Mitchell and Sons News,Brazil,Critical,Civil Unrest,14,['Manufacturing'],-0.79
NEWS_130289D5,2025-05-06T03:57:44,COVID-19 outbreak forces France facility closure,COVID-19 outbreak forces France facility closure Recovery efforts are underway with estimated timeline of 16 days. Companies are exploring alternative sourcing options to minimize impact. Supply chain disruptions expected to last approximately 12 days. Manufacturing facilities in the region are implementing contingency plans.,"Good, Brewer and Fisher News",France,Critical,Health Crisis,12,"['Manufacturing', 'Technology']",-0.84
NEWS_6409548B,2025-05-18T03:47:50,Port strike in Malaysia disrupts shipping operations,Port strike in Malaysia disrupts shipping operations Supply chain disruptions expected to last approximately 14 days. Local authorities report significant impact on industrial operations in Malaysia. Companies are exploring alternative sourcing options to minimize impact. Recovery efforts are underway with estimated timeline of 15 days.,Kane-Knox News,Malaysia,Medium,Labor Strike,14,"['Logistics', 'Technology', 'Manufacturing']",-0.9
NEWS_ADDCD242,2025-05-17T19:50:06,"Natural disaster hits Netherlands, affecting local suppliers","Natural disaster hits Netherlands, affecting local suppliers Local authorities report significant impact on industrial operations in Netherlands. Supply chain disruptions expected to last approximately 8 days.",Vega Ltd News,Netherlands,Medium,Natural Disaster,8,"['Technology', 'Logistics', 'Healthcare']",-0.98
NEWS_337B88BA,2025-05-25T18:30:24,Regulatory inspection halts operations at Netherlands facility,Regulatory inspection halts operations at Netherlands facility Recovery efforts are underway with estimated timeline of 6 days. Companies are exploring alternative sourcing options to minimize impact. Local authorities report significant impact on industrial operations in Netherlands.,Valdez LLC News,Netherlands,High,Regulatory Issue,4,['Manufacturing'],-0.24
NEWS_E47A3E2A,2025-05-05T08:23:38,Factory fire in Taiwan halts production,Factory fire in Taiwan halts production Recovery efforts are underway with estimated timeline of 11 days. Manufacturing facilities in the region are implementing contingency plans. Local authorities report significant impact on industrial operations in Taiwan. Supply chain disruptions expected to last approximately 7 days.,Haney Group News,Taiwan,Critical,Industrial Accident,7,"['Technology', 'Manufacturing']",-0.14
NEWS_7B8EC066,2025-05-25T06:19:21,Major power outage affects manufacturing in United Kingdom for 7 days,Major power outage affects manufacturing in United Kingdom for 7 days Recovery efforts are underway with estimated timeline of 12 days. Local authorities report significant impact on industrial operations in United Kingdom. Supply chain disruptions expected to last approximately 7 days.,Luna and Sons News,United Kingdom,Critical,Power Outage,7,"['Manufacturing', 'Logistics']",-0.25
NEWS_FB1A249B,2025-04-29T18:13:23,Severe weather warning issued for Indonesia,Severe weather warning issued for Indonesia Supply chain disruptions expected to last approximately 8 days. Manufacturing facilities in the region are implementing contingency plans.,Good Group News,Indonesia,Medium,Severe Weather,8,"['Healthcare', 'Logistics']",-0.72
NEWS_8F9421F3,2025-05-26T00:30:04,Regulatory inspection halts operations at Singapore facility,Regulatory inspection halts operations at Singapore facility Companies are exploring alternative sourcing options to minimize impact. Supply chain disruptions expected to last approximately 11 days. Recovery efforts are underway with estimated timeline of 14 days. Manufacturing facilities in the region are implementing contingency plans.,Patel-Morrow News,Singapore,Critical,Regulatory Issue,11,"['Healthcare', 'Logistics', 'Manufacturing']",-0.25
NEWS_D3F84744,2025-05-11T14:32:55,Port strike in Japan disrupts shipping operations,Port strike in Japan disrupts shipping operations Supply chain disruptions expected to last approximately 11 days. Recovery efforts are underway with estimated timeline of 15 days.,Reed-Hill News,Japan,Medium,Labor Strike,11,"['Technology', 'Manufacturing', 'Logistics']",0.13
NEWS_CA916589,2025-05-05T01:38:59,Civil unrest in France impacts industrial operations,Civil unrest in France impacts industrial operations Local authorities report significant impact on industrial operations in France. Recovery efforts are underway with estimated timeline of 6 days. Supply chain disruptions expected to last approximately 4 days. Manufacturing facilities in the region are implementing contingency plans.,Pacheco Group News,France,High,Civil Unrest,4,"['Logistics', 'Manufacturing', 'Healthcare']",-0.03
NEWS_1AB86112,2025-05-29T10:36:49,Factory fire in Italy halts production,Factory fire in Italy halts production Local authorities report significant impact on industrial operations in Italy. Supply chain disruptions expected to last approximately 2 days.,Allen Inc News,Italy,Critical,Industrial Accident,2,"['Healthcare', 'Logistics']",-0.08
NEWS_507401C7,2025-05-04T11:43:46,Civil unrest in Canada impacts industrial operations,Civil unrest in Canada impacts industrial operations Local authorities report significant impact on industrial operations in Canada. Recovery efforts are underway with estimated timeline of 8 days. Supply chain disruptions expected to last approximately 3 days. Manufacturing facilities in the region are implementing contingency plans.,"Johnson, Harper and Warner News",Canada,Low,Civil Unrest,3,['Manufacturing'],-0.01
NEWS_68D32430,2025-05-01T22:53:18,Transportation network disrupted in Germany,Transportation network disrupted in Germany Local authorities report significant impact on industrial operations in Germany. Supply chain disruptions expected to last approximately 2 days. Companies are exploring alternative sourcing options to minimize impact. Recovery efforts are underway with estimated timeline of 4 days.,Yang Group News,Germany,High,Transportation Disruption,2,"['Technology', 'Healthcare', 'Logistics']",-0.12
NEWS_3890D150,2025-05-20T21:36:18,"Natural disaster hits India, affecting local suppliers","Natural disaster hits India, affecting local suppliers Supply chain disruptions expected to last approximately 11 days. Local authorities report significant impact on industrial operations in India. Companies are exploring alternative sourcing options to minimize impact.",Fernandez Inc News,India,Critical,Natural Disaster,11,"['Manufacturing', 'Technology']",0.0
NEWS_9C20ED0E,2025-05-06T09:26:46,Severe weather warning issued for France,Severe weather warning issued for France Local authorities report significant impact on industrial operations in France. Manufacturing facilities in the region are implementing contingency plans.,"Holder, Young and Hendricks News",France,High,Severe Weather,5,"['Technology', 'Logistics', 'Manufacturing']",-0.82
NEWS_13F51542,2025-05-27T13:23:36,Factory fire in United Kingdom halts production,Factory fire in United Kingdom halts production Companies are exploring alternative sourcing options to minimize impact. Recovery efforts are underway with estimated timeline of 15 days.,Ray-Barton News,United Kingdom,Critical,Industrial Accident,13,"['Healthcare', 'Manufacturing']",-0.47
NEWS_2FD24C7F,2025-05-15T03:46:41,Transportation network disrupted in United States,Transportation network disrupted in United States Manufacturing facilities in the region are implementing contingency plans. Companies are exploring alternative sourcing options to minimize impact. Local authorities report significant impact on industrial operations in United States.,Turner and Sons News,United States,Critical,Transportation Disruption,2,['Technology'],-0.09
NEWS_3123B504,2025-05-24T21:28:40,"Natural disaster hits Philippines, affecting local suppliers","Natural disaster hits Philippines, affecting local suppliers Recovery efforts are underway with estimated timeline of 11 days. Manufacturing facilities in the region are implementing contingency plans. Supply chain disruptions expected to last approximately 10 days. Companies are exploring alternative sourcing options to minimize impact.",Gutierrez LLC News,Philippines,High,Natural Disaster,10,"['Healthcare', 'Logistics', 'Manufacturing']",-0.01
NEWS_CCE63274,2025-05-02T13:11:49,Regulatory inspection halts operations at United Kingdom facility,Regulatory inspection halts operations at United Kingdom facility Supply chain disruptions expected to last approximately 3 days. Companies are exploring alternative sourcing options to minimize impact. Manufacturing facilities in the region are implementing contingency plans.,"Fry, Hobbs and Buck News",United Kingdom,High,Regulatory Issue,3,"['Technology', 'Manufacturing', 'Logistics']",-0.9
NEWS_8E213153,2025-05-20T07:54:04,Severe weather warning issued for Canada,Severe weather warning issued for Canada Recovery efforts are underway with estimated timeline of 9 days. Manufacturing facilities in the region are implementing contingency plans. Local authorities report significant impact on industrial operations in Canada. Companies are exploring alternative sourcing options to minimize impact.,"Simpson, Compton and David News",Canada,High,Severe Weather,7,"['Healthcare', 'Technology', 'Manufacturing']",-0.97
NEWS_EDB379F7,2025-05-18T02:15:13,Regulatory inspection halts operations at Canada facility,Regulatory inspection halts operations at Canada facility Companies are exploring alternative sourcing options to minimize impact. Local authorities report significant impact on industrial operations in Canada. Manufacturing facilities in the region are implementing contingency plans.,"Flores, Butler and Hernandez News",Canada,Low,Regulatory Issue,5,"['Healthcare', 'Technology']",-0.39
NEWS_898A4259,2025-05-17T20:47:03,Major power outage affects manufacturing in India for 13 days,Major power outage affects manufacturing in India for 13 days Manufacturing facilities in the region are implementing contingency plans. Local authorities report significant impact on industrial operations in India. Supply chain disruptions expected to last approximately 13 days.,Webster Group News,India,High,Power Outage,13,['Logistics'],-0.58
NEWS_B7D3C420,2025-05-11T06:55:28,Regulatory inspection halts operations at Japan facility,Regulatory inspection halts operations at Japan facility Companies are exploring alternative sourcing options to minimize impact. Supply chain disruptions expected to last approximately 11 days. Local authorities report significant impact on industrial operations in Japan. Recovery efforts are underway with estimated timeline of 13 days.,Turner Ltd News,Japan,Medium,Regulatory Issue,11,"['Technology', 'Manufacturing']",-0.82
NEWS_D6536110,2025-05-06T14:21:30,Factory fire in Belgium halts production,Factory fire in Belgium halts production Companies are exploring alternative sourcing options to minimize impact. Supply chain disruptions expected to last approximately 2 days.,Melendez-Hart News,Belgium,Critical,Industrial Accident,2,['Technology'],-0.91
NEWS_05CB7A3E,2025-05-19T19:26:35,Transportation network disrupted in Philippines,Transportation network disrupted in Philippines Recovery efforts are underway with estimated timeline of 12 days. Companies are exploring alternative sourcing options to minimize impact. Supply chain disruptions expected to last approximately 7 days. Manufacturing facilities in the region are implementing contingency plans.,"Moreno, Price and Scott News",Philippines,Critical,Transportation Disruption,7,"['Technology', 'Healthcare']",0.17
NEWS_2B5C4249,2025-05-15T14:57:38,"Natural disaster hits Thailand, affecting local suppliers","Natural disaster hits Thailand, affecting local suppliers Companies are exploring alternative sourcing options to minimize impact. Supply chain disruptions expected to last approximately 9 days. Manufacturing facilities in the region are implementing contingency plans.","Miller, Cole and Watson News",Thailand,Low,Natural Disaster,9,"['Logistics', 'Technology', 'Healthcare']",-0.96
NEWS_D21973FB,2025-05-25T14:14:13,Transportation network disrupted in Thailand,Transportation network disrupted in Thailand Companies are exploring alternative sourcing options to minimize impact. Local authorities report significant impact on industrial operations in Thailand. Recovery efforts are underway with estimated timeline of 7 days. Supply chain disruptions expected to last approximately 6 days.,"Calderon, Williams and Bennett News",Thailand,High,Transportation Disruption,6,['Logistics'],-0.86
NEWS_97ECD750,2025-05-28T23:01:00,Severe weather warning issued for Japan,Severe weather warning issued for Japan Local authorities report significant impact on industrial operations in Japan. Supply chain disruptions expected to last approximately 5 days. Recovery efforts are underway with estimated timeline of 8 days.,"Williams, Jones and Ballard News",Japan,Critical,Severe Weather,5,['Healthcare'],0.07
NEWS_6EBA7A9D,2025-05-28T02:45:39,"Natural disaster hits Malaysia, affecting local suppliers","Natural disaster hits Malaysia, affecting local suppliers Local authorities report significant impact on industrial operations in Malaysia. Manufacturing facilities in the region are implementing contingency plans.","Powers, Robinson and Clark News",Malaysia,Low,Natural Disaster,14,['Technology'],-0.42
NEWS_FF5B6692,2025-05-15T18:06:28,Regulatory inspection halts operations at Japan facility,Regulatory inspection halts operations at Japan facility Companies are exploring alternative sourcing options to minimize impact. Supply chain disruptions expected to last approximately 8 days. Local authorities report significant impact on industrial operations in Japan.,Krueger-Smith News,Japan,Critical,Regulatory Issue,8,"['Technology', 'Manufacturing']",0.04
NEWS_5A4FFC36,2025-05-08T19:34:12,Port strike in Italy disrupts shipping operations,Port strike in Italy disrupts shipping operations Recovery efforts are underway with estimated timeline of 18 days. Companies are exploring alternative sourcing options to minimize impact. Supply chain disruptions expected to last approximately 13 days. Local authorities report significant impact on industrial operations in Italy.,"Wilson, Key and Mendoza News",Italy,Critical,Labor Strike,13,"['Manufacturing', 'Healthcare']",0.07
NEWS_C5F6272B,2025-05-11T08:49:04,Civil unrest in Israel impacts industrial operations,Civil unrest in Israel impacts industrial operations Local authorities report significant impact on industrial operations in Israel. Manufacturing facilities in the region are implementing contingency plans.,"Munoz, Harris and Herman News",Israel,Low,Civil Unrest,11,"['Manufacturing', 'Technology', 'Healthcare']",0.15
NEWS_457618A8,2025-05-26T09:23:43,New trade tariffs imposed on goods from United Kingdom,New trade tariffs imposed on goods from United Kingdom Local authorities report significant impact on industrial operations in United Kingdom. Recovery efforts are underway with estimated timeline of 17 days. Manufacturing facilities in the region are implementing contingency plans. Companies are exploring alternative sourcing options to minimize impact.,Rowe-James News,United Kingdom,Low,Trade Policy,13,"['Logistics', 'Manufacturing']",-0.0
NEWS_7FC99F62,2025-05-25T11:55:25,COVID-19 outbreak forces Mexico facility closure,COVID-19 outbreak forces Mexico facility closure Manufacturing facilities in the region are implementing contingency plans. Companies are exploring alternative sourcing options to minimize impact. Recovery efforts are underway with estimated timeline of 7 days. Local authorities report significant impact on industrial operations in Mexico.,"Howard, Green and Hunt News",Mexico,Critical,Health Crisis,2,['Healthcare'],-0.48
NEWS_6CED4C1C,2025-05-23T17:32:47,Major power outage affects manufacturing in Belgium for 14 days,Major power outage affects manufacturing in Belgium for 14 days Companies are exploring alternative sourcing options to minimize impact. Manufacturing facilities in the region are implementing contingency plans. Local authorities report significant impact on industrial operations in Belgium.,Garcia-Zavala News,Belgium,Low,Power Outage,14,['Logistics'],-0.66
NEWS_0991F2CF,2025-05-22T09:10:20,Civil unrest in Thailand impacts industrial operations,Civil unrest in Thailand impacts industrial operations Manufacturing facilities in the region are implementing contingency plans. Companies are exploring alternative sourcing options to minimize impact.,Rocha-Wood News,Thailand,Medium,Civil Unrest,13,['Healthcare'],-0.78
NEWS_0CBEE4F0,2025-05-19T16:26:23,Major power outage affects manufacturing in Taiwan for 5 days,Major power outage affects manufacturing in Taiwan for 5 days Manufacturing facilities in the region are implementing contingency plans. Supply chain disruptions expected to last approximately 5 days.,Hart and Sons News,Taiwan,Critical,Power Outage,5,"['Healthcare', 'Logistics']",0.13
NEWS_6B6E59D9,2025-05-06T16:11:19,Major power outage affects manufacturing in India for 4 days,Major power outage affects manufacturing in India for 4 days Recovery efforts are underway with estimated timeline of 6 days. Supply chain disruptions expected to last approximately 4 days. Companies are exploring alternative sourcing options to minimize impact. Manufacturing facilities in the region are implementing contingency plans.,Green PLC News,India,Low,Power Outage,4,"['Manufacturing', 'Logistics']",-0.44
NEWS_A8EBBBB9,2025-05-27T16:55:36,Port strike in Belgium disrupts shipping operations,Port strike in Belgium disrupts shipping operations Supply chain disruptions expected to last approximately 8 days. Local authorities report significant impact on industrial operations in Belgium. Recovery efforts are underway with estimated timeline of 9 days.,"Butler, Hernandez and Rivera News",Belgium,Low,Labor Strike,8,['Logistics'],-0.63
NEWS_77E58FF0,2025-05-18T00:43:18,COVID-19 outbreak forces Belgium facility closure,COVID-19 outbreak forces Belgium facility closure Supply chain disruptions expected to last approximately 2 days. Manufacturing facilities in the region are implementing contingency plans.,"Whitaker, Porter and Pena News",Belgium,Medium,Health Crisis,2,['Technology'],0.15
NEWS_7F1802AC,2025-05-15T23:28:02,COVID-19 outbreak forces Canada facility closure,COVID-19 outbreak forces Canada facility closure Recovery efforts are underway with estimated timeline of 2 days. Manufacturing facilities in the region are implementing contingency plans. Companies are exploring alternative sourcing options to minimize impact.,Hines-Burns News,Canada,Medium,Health Crisis,1,['Manufacturing'],0.12
NEWS_8E81FEA5,2025-05-23T09:45:42,Civil unrest in France impacts industrial operations,Civil unrest in France impacts industrial operations Companies are exploring alternative sourcing options to minimize impact. Manufacturing facilities in the region are implementing contingency plans. Recovery efforts are underway with estimated timeline of 13 days. Local authorities report significant impact on industrial operations in France.,Jackson-Norton News,France,High,Civil Unrest,10,['Logistics'],-0.11
NEWS_23DDADA5,2025-05-07T19:23:06,Port strike in Mexico disrupts shipping operations,Port strike in Mexico disrupts shipping operations Local authorities report significant impact on industrial operations in Mexico. Supply chain disruptions expected to last approximately 5 days. Manufacturing facilities in the region are implementing contingency plans.,Cortez Group News,Mexico,High,Labor Strike,5,"['Logistics', 'Healthcare']",-0.39
NEWS_7EAD2284,2025-05-08T12:36:27,Severe weather warning issued for Italy,Severe weather warning issued for Italy Companies are exploring alternative sourcing options to minimize impact. Manufacturing facilities in the region are implementing contingency plans. Local authorities report significant impact on industrial operations in Italy. Supply chain disruptions expected to last approximately 11 days.,"Mooney, Bernard and Warren News",Italy,High,Severe Weather,11,['Technology'],0.15
NEWS_96B55534,2025-05-03T04:46:39,Major power outage affects manufacturing in Italy for 12 days,Major power outage affects manufacturing in Italy for 12 days Local authorities report significant impact on industrial operations in Italy. Companies are exploring alternative sourcing options to minimize impact. Recovery efforts are underway with estimated timeline of 14 days. Manufacturing facilities in the region are implementing contingency plans.,"Williams, Smith and Taylor News",Italy,Medium,Power Outage,12,"['Technology', 'Logistics']",-0.35
NEWS_C88BB35E,2025-05-10T19:48:57,Port strike in Indonesia disrupts shipping operations,Port strike in Indonesia disrupts shipping operations Companies are exploring alternative sourcing options to minimize impact. Local authorities report significant impact on industrial operations in Indonesia. Supply chain disruptions expected to last approximately 9 days. Manufacturing facilities in the region are implementing contingency plans.,Mann Inc News,Indonesia,High,Labor Strike,9,"['Logistics', 'Healthcare']",0.18
NEWS_F203F91B,2025-05-10T05:00:11,COVID-19 outbreak forces India facility closure,COVID-19 outbreak forces India facility closure Local authorities report significant impact on industrial operations in India. Supply chain disruptions expected to last approximately 6 days. Manufacturing facilities in the region are implementing contingency plans.,"Bryant, Brown and Little News",India,Low,Health Crisis,6,"['Healthcare', 'Manufacturing']",-0.89
NEWS_0672ECB9,2025-05-29T12:28:24,Civil unrest in Brazil impacts industrial operations,Civil unrest in Brazil impacts industrial operations Companies are exploring alternative sourcing options to minimize impact. Manufacturing facilities in the region are implementing contingency plans.,Hopkins-Smith News,Brazil,Low,Civil Unrest,13,"['Technology', 'Healthcare']",-0.15
NEWS_F2AFD924,2025-05-25T10:14:55,Major power outage affects manufacturing in Malaysia for 4 days,Major power outage affects manufacturing in Malaysia for 4 days Manufacturing facilities in the region are implementing contingency plans. Companies are exploring alternative sourcing options to minimize impact.,"Jenkins, Smith and Bowen News",Malaysia,Medium,Power Outage,4,"['Logistics', 'Healthcare', 'Manufacturing']",-0.92
NEWS_C4F753CD,2025-05-25T14:21:23,Port strike in Vietnam disrupts shipping operations,Port strike in Vietnam disrupts shipping operations Supply chain disruptions expected to last approximately 3 days. Manufacturing facilities in the region are implementing contingency plans. Local authorities report significant impact on industrial operations in Vietnam. Companies are exploring alternative sourcing options to minimize impact.,Smith-Li News,Vietnam,High,Labor Strike,3,"['Technology', 'Manufacturing', 'Logistics']",-0.23
NEWS_73616BFB,2025-05-20T11:49:49,Major power outage affects manufacturing in Indonesia for 14 days,Major power outage affects manufacturing in Indonesia for 14 days Companies are exploring alternative sourcing options to minimize impact. Manufacturing facilities in the region are implementing contingency plans. Local authorities report significant impact on industrial operations in Indonesia.,Rodriguez Inc News,Indonesia,Critical,Power Outage,14,"['Healthcare', 'Technology']",-0.09
NEWS_3151393F,2025-05-25T01:07:46,New trade tariffs imposed on goods from Israel,New trade tariffs imposed on goods from Israel Recovery efforts are underway with estimated timeline of 4 days. Companies are exploring alternative sourcing options to minimize impact. Supply chain disruptions expected to last approximately 1 days.,Allen PLC News,Israel,Low,Trade Policy,1,"['Logistics', 'Technology']",-0.9
NEWS_3CE83220,2025-05-25T03:32:31,Major power outage affects manufacturing in Mexico for 12 days,Major power outage affects manufacturing in Mexico for 12 days Companies are exploring alternative sourcing options to minimize impact. Local authorities report significant impact on industrial operations in Mexico. Recovery efforts are underway with estimated timeline of 14 days. Manufacturing facilities in the region are implementing contingency plans.,Ochoa-Adams News,Mexico,Medium,Power Outage,12,"['Healthcare', 'Manufacturing']",-0.25
NEWS_48CA24F7,2025-05-18T20:35:39,Major power outage affects manufacturing in India for 8 days,Major power outage affects manufacturing in India for 8 days Recovery efforts are underway with estimated timeline of 12 days. Manufacturing facilities in the region are implementing contingency plans.,Watson Group News,India,High,Power Outage,8,['Manufacturing'],-0.43
NEWS_A033EA03,2025-05-21T20:56:51,Major power outage affects manufacturing in Italy for 14 days,Major power outage affects manufacturing in Italy for 14 days Supply chain disruptions expected to last approximately 14 days. Local authorities report significant impact on industrial operations in Italy. Manufacturing facilities in the region are implementing contingency plans. Recovery efforts are underway with estimated timeline of 17 days.,"Sanchez, Terry and Evans News",Italy,Low,Power Outage,14,"['Technology', 'Healthcare', 'Manufacturing']",-0.9
NEWS_47DCB5C5,2025-05-03T12:06:06,Major power outage affects manufacturing in Germany for 7 days,Major power outage affects manufacturing in Germany for 7 days Local authorities report significant impact on industrial operations in Germany. Supply chain disruptions expected to last approximately 7 days. Recovery efforts are underway with estimated timeline of 10 days. Companies are exploring alternative sourcing options to minimize impact.,"Frey, Santos and Johnson News",Germany,Low,Power Outage,7,"['Technology', 'Manufacturing']",-0.88
NEWS_533DA302,2025-05-19T06:21:35,Transportation network disrupted in Germany,Transportation network disrupted in Germany Companies are exploring alternative sourcing options to minimize impact. Local authorities report significant impact on industrial operations in Germany. Manufacturing facilities in the region are implementing contingency plans.,Bennett-Alvarez News,Germany,Critical,Transportation Disruption,1,['Manufacturing'],-0.46
NEWS_128DA28B,2025-04-30T01:11:11,Factory fire in Netherlands halts production,Factory fire in Netherlands halts production Manufacturing facilities in the region are implementing contingency plans. Local authorities report significant impact on industrial operations in Netherlands.,"Jackson, Porter and Hamilton News",Netherlands,Critical,Industrial Accident,10,"['Healthcare', 'Technology', 'Manufacturing']",-0.87
NEWS_8C43589B,2025-05-15T16:08:04,Regulatory inspection halts operations at United States facility,Regulatory inspection halts operations at United States facility Supply chain disruptions expected to last approximately 12 days. Recovery efforts are underway with estimated timeline of 13 days. Manufacturing facilities in the region are implementing contingency plans. Companies are exploring alternative sourcing options to minimize impact.,"Madden, Dickson and Jacobson News",United States,High,Regulatory Issue,12,"['Technology', 'Healthcare']",-0.25
NEWS_09A9CFC0,2025-05-01T15:45:10,New trade tariffs imposed on goods from Thailand,New trade tariffs imposed on goods from Thailand Supply chain disruptions expected to last approximately 3 days. Manufacturing facilities in the region are implementing contingency plans.,Lewis Ltd News,Thailand,Critical,Trade Policy,3,"['Healthcare', 'Logistics', 'Manufacturing']",-0.82
NEWS_1A8E08A4,2025-05-27T02:31:40,Regulatory inspection halts operations at Japan facility,Regulatory inspection halts operations at Japan facility Local authorities report significant impact on industrial operations in Japan. Supply chain disruptions expected to last approximately 6 days. Recovery efforts are underway with estimated timeline of 9 days.,Nelson-Glass News,Japan,Medium,Regulatory Issue,6,"['Manufacturing', 'Logistics', 'Healthcare']",-0.77
NEWS_D662D0DC,2025-05-13T04:50:04,New trade tariffs imposed on goods from Malaysia,New trade tariffs imposed on goods from Malaysia Supply chain disruptions expected to last approximately 13 days. Companies are exploring alternative sourcing options to minimize impact. Manufacturing facilities in the region are implementing contingency plans.,"Elliott, Johnson and Mcfarland News",Malaysia,Critical,Trade Policy,13,"['Healthcare', 'Technology', 'Logistics']",-0.26
NEWS_377CD864,2025-05-14T20:34:39,Severe weather warning issued for Belgium,Severe weather warning issued for Belgium Local authorities report significant impact on industrial operations in Belgium. Companies are exploring alternative sourcing options to minimize impact. Recovery efforts are underway with estimated timeline of 4 days.,Ali PLC News,Belgium,Low,Severe Weather,3,"['Logistics', 'Healthcare', 'Manufacturing']",-0.44
NEWS_135BCA89,2025-05-06T14:10:18,New trade tariffs imposed on goods from Malaysia,New trade tariffs imposed on goods from Malaysia Companies are exploring alternative sourcing options to minimize impact. Supply chain disruptions expected to last approximately 8 days. Recovery efforts are underway with estimated timeline of 11 days. Local authorities report significant impact on industrial operations in Malaysia.,"Nicholson, Hickman and Evans News",Malaysia,Low,Trade Policy,8,"['Manufacturing', 'Technology']",-0.57
NEWS_D5051BC1,2025-05-26T23:14:07,Port strike in Canada disrupts shipping operations,Port strike in Canada disrupts shipping operations Supply chain disruptions expected to last approximately 3 days. Manufacturing facilities in the region are implementing contingency plans. Local authorities report significant impact on industrial operations in Canada.,Knight Group News,Canada,Low,Labor Strike,3,['Logistics'],-0.66
